diputado_id,Diputado,Provincia,Partido,OrientaciÃ³n,VOTO,EDAD,camara,año,RANGO_DE_EDAD,Genero
496,"FLORES, Héctor Toty,",BUENOS AIRES,COALICIa“N CaVICA,Cambiemos,NEGATIVO,67,diputadxs,2020,66-75,Masculino
497,"FRADE, Monica,",BUENOS AIRES,COALICIa“N CaVICA,Cambiemos,AFIRMATIVO,62,diputadxs,2020,56-65,Femenino
498,"FREGONESE, Alicia,",ENTRE RaOS,PRO,Cambiemos,NEGATIVO,59,diputadxs,2020,56-65,Femenino
499,"FRIGERIO, Federico,",TIERRA DEL FUEGO,PRO,Cambiemos,AFIRMATIVO,33,diputadxs,2020,25-35,Masculino
500,"FRIZZA, Gabriel Alberto,",Ca“RDOBA,PRO,Cambiemos,NEGATIVO,52,diputadxs,2020,46-55,Masculino
501,"GAILLARD, Ana Carolina,",ENTRE RaOS,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,39,diputadxs,2020,36-45,Femenino
502,"GARCIA DE LUCA, Sebastian,",BUENOS AIRES,PRO,Cambiemos,AFIRMATIVO,40,diputadxs,2020,36-45,Masculino
503,"GARCIA, Alejandro,",C.A.B.A.,PRO,Cambiemos,AFIRMATIVO,53,diputadxs,2020,46-55,Masculino
504,"GARCIA, Ximena,",SANTA FE,UNIa“N CaVICA RADICAL,Cambiemos,AFIRMATIVO,31,diputadxs,2020,25-35,Femenino
505,"GINOCCHIO, Silvana Micaela,",CATAMARCA,FRENTE DE TODOS,Kirchnerismo/PJ,NEGATIVO,55,diputadxs,2020,46-55,Femenino
506,"GIOJA, José Luis,",SAN JUAN,FRENTE DE TODOS,Kirchnerismo/PJ,NEGATIVO,71,diputadxs,2020,66-75,Masculino
507,"GIORDANO, Juan Carlos,",BUENOS AIRES,IZQUIERDA SOCIALISTA - FRENTE DE IZQUIERDA,Izquierda,AFIRMATIVO,58,diputadxs,2020,56-65,Masculino
508,"GODOY, Lucas Javier,",SALTA,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,38,diputadxs,2020,36-45,Masculino
509,"GONZÁLEZ, Álvaro Gustavo,",SANTA FE,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,62,diputadxs,2020,56-65,Masculino
510,"GONZÁLEZ, Josefina Victoria,",SANTA CRUZ,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,54,diputadxs,2020,46-55,Femenino
511,"GONZÁLEZ, Pablo Gerardo,",CDAD. AUT. BS. AS.,PRO,Cambiemos,NEGATIVO,52,diputadxs,2020,46-55,Masculino
512,"GRANDE, Martín,",SALTA,PRO,Cambiemos,NEGATIVO,61,diputadxs,2020,56-65,Masculino
513,"GROSSO, Leonardo,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,37,diputadxs,2020,36-45,Masculino
514,"GUEVARA OLIVERA, Alejandro Francisco,",SAN JUAN,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,28,diputadxs,2020,25-35,Masculino
515,"GUTIERREZ, Carlos Mario,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,67,diputadxs,2020,66-75,Masculino
516,"GUTIÉRREZ, Carlos Ramiro,",Ca“RDOBA,Ca“RDOBA FEDERAL,Consenso Federal / PJ no K,NEGATIVO,53,diputadxs,2020,46-55,Masculino
517,"HAGMAN, Itai,",C.A.B.A.,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,37,diputadxs,2020,36-45,Masculino
518,"HEIN, Gustavo Rene,",ENTRE RaOS,PRO,Cambiemos,NEGATIVO,48,diputadxs,2020,46-55,Masculino
519,"HELLER, Carlos Salomón,",CDAD. AUT. BS. AS.,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,80,diputadxs,2020,76-85,Masculino
520,"HERNÁNDEZ, Estela Beatriz,",CHUBUT,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,66,diputadxs,2020,66-75,Femenino
521,"HERRERA, Bernardo José,",SANTIAGO DEL ESTERO,FRENTE DE TODOS,Kirchnerismo/PJ,NEGATIVO,51,diputadxs,2020,46-55,Masculino
522,"IGLESIAS, Fernando Adolfo,",CDAD. AUT. BS. AS.,PRO,Cambiemos,AFIRMATIVO,63,diputadxs,2020,56-65,Masculino
523,"IGON, Santiago Nicolás,",CHUBUT,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,43,diputadxs,2020,36-45,Masculino
524,"JETTER, Ingrid,",CORRIENTES,PRO,Cambiemos,NEGATIVO,49,diputadxs,2020,46-55,Femenino
525,"JOURY, Mercedes,",BUENOS AIRES,PRO,Cambiemos,AFIRMATIVO,38,diputadxs,2020,36-45,Femenino
526,"JUEZ, Luis Alfredo,",Ca“RDOBA,PRO,Cambiemos,NEGATIVO,57,diputadxs,2020,56-65,Masculino
527,"KIRCHNER, Máximo Carlos,",SANTA CRUZ,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,43,diputadxs,2020,36-45,Masculino
528,"KOENIG, Marcelo Christian,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,55,diputadxs,2020,46-55,Masculino
529,"LACOSTE, Jorge Enrique,",CATAMARCA,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,56,diputadxs,2020,56-65,Masculino
530,"LAMPREABE, Florencia,",C.A.B.A.,COALICIa“N CaVICA,Cambiemos,AFIRMATIVO,38,diputadxs,2020,36-45,Femenino
531,"LANDRISCINI, Susana Graciela,",ENTRE RaOS,UNIa“N CaVICA RADICAL,Cambiemos,AFIRMATIVO,68,diputadxs,2020,66-75,Femenino
532,"LASPINA, Luciano Andrés,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,48,diputadxs,2020,46-55,Masculino
533,"LATORRE, Jimena Hebe,",RIO NEGRO,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,34,diputadxs,2020,25-35,Femenino
534,"LEHMANN, María Lucila,",SANTA FE,PRO,Cambiemos,NEGATIVO,37,diputadxs,2020,36-45,Femenino
535,"LEITO, Mario,",MENDOZA,UNIa“N CaVICA RADICAL,Cambiemos,AFIRMATIVO,56,diputadxs,2020,56-65,Masculino
536,"LEIVA, Aldo,",SANTA FE,COALICIa“N CaVICA,Cambiemos,NEGATIVO,57,diputadxs,2020,56-65,Masculino
537,"LENA, Gabriela Mabel,",TUCUMaN,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,54,diputadxs,2020,46-55,Femenino
538,"LÓPEZ RODRÍGUEZ, Dante Edgardo,",CHACO,FRENTE DE TODOS,Kirchnerismo/PJ,NEGATIVO,51,diputadxs,2020,46-55,Masculino
539,"LOPEZ, Jimena,",ENTRE RaOS,UNIa“N CaVICA RADICAL,Cambiemos,AFIRMATIVO,37,diputadxs,2020,36-45,Femenino
540,"LÓPEZ, Juan Manuel,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,41,diputadxs,2020,36-45,Masculino
541,"LOSPENNATO, Silvia Gabriela,",BUENOS AIRES,PRO,Cambiemos,AFIRMATIVO,43,diputadxs,2020,36-45,Femenino
542,"MACHA, Mónica,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,48,diputadxs,2020,46-55,Femenino
543,"MANZI, Ruben,",CATAMARCA,COALICIa“N CaVICA,Cambiemos,NEGATIVO,66,diputadxs,2020,66-75,Masculino
544,"MAQUIEYRA, Martín,",LA PAMPA,PRO,Cambiemos,NEGATIVO,32,diputadxs,2020,25-35,Masculino
545,"MARQUEZ, Claudia Gabriela,",Ca“RDOBA,Ca“RDOBA FEDERAL,Consenso Federal / PJ no K,NEGATIVO,51,diputadxs,2020,46-55,Femenino
546,"MARTIARENA, José Luis,",Ca“RDOBA,COALICIa“N CaVICA,Cambiemos,NEGATIVO,60,diputadxs,2020,56-65,Masculino
547,"MARTIN, Juan,",SANTA FE,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,33,diputadxs,2020,25-35,Masculino
548,"MARTÍNEZ VILLADA, Leonor María,",C.A.B.A.,UNIa“N CaVICA RADICAL,Cambiemos,AFIRMATIVO,70,diputadxs,2020,66-75,Femenino
549,"MARTÍNEZ, Germán Pedro,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,45,diputadxs,2020,36-45,Masculino
550,"MARTÍNEZ, Maria Dolores,",JUJUY,FRENTE DE TODOS,Kirchnerismo/PJ,NEGATIVO,42,diputadxs,2020,36-45,Femenino
551,"MARTÍNEZ, Maria Rosa,",SANTA FE,UNIa“N CaVICA RADICAL,Cambiemos,AFIRMATIVO,65,diputadxs,2020,56-65,Femenino
552,"MARZIOTTA, Maria Gisela,",C.A.B.A.,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,45,diputadxs,2020,36-45,Femenino
553,"MASIN, María Lucila,",CHACO,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,36,diputadxs,2020,36-45,Femenino
554,"MASSETANI, Vanesa Laura,",SANTA FE,FRENTE DE TODOS,Kirchnerismo/PJ,NEGATIVO,38,diputadxs,2020,36-45,Femenino
555,"MATZEN, Lorena,",RIO NEGRO,UNIa“N CaVICA RADICAL,Cambiemos,AFIRMATIVO,41,diputadxs,2020,36-45,Femenino
556,"MEDINA, Gladys,",TUCUMaN,FRENTE DE TODOS,Kirchnerismo/PJ,NEGATIVO,47,diputadxs,2020,46-55,Femenino
557,"MEDINA, Martín Nicolás,",BUENOS AIRES,PRO,Cambiemos,NEGATIVO,35,diputadxs,2020,25-35,Masculino
558,"MENDOZA, Josefina,",BUENOS AIRES,UNIa“N CaVICA RADICAL,Cambiemos,AFIRMATIVO,28,diputadxs,2020,25-35,Femenino
559,"MENNA, Gustavo,",CHUBUT,UNIa“N CaVICA RADICAL,Cambiemos,AFIRMATIVO,55,diputadxs,2020,46-55,Masculino
560,"MESTRE, Diego Matías,",Ca“RDOBA,UNIa“N CaVICA RADICAL,Cambiemos,NEGATIVO,42,diputadxs,2020,36-45,Masculino
561,"MOISÉS, María Carolina,",JUJUY,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,45,diputadxs,2020,36-45,Femenino
562,"MONALDI, Osmar,",JUJUY,PRO,Cambiemos,NEGATIVO,56,diputadxs,2020,56-65,Masculino
563,"MONTOTO, María Luisa,",SANTIAGO DEL ESTERO,FRENTE DE TODOS,Kirchnerismo/PJ,NEGATIVO,68,diputadxs,2020,66-75,Femenino
564,"MORALES GORLERI, Victoria,",C.A.B.A.,PRO,Cambiemos,NEGATIVO,48,diputadxs,2020,46-55,Femenino
565,"MORALES, Flavia,",MISIONES,FRENTE DE LA CONCORDIA MISIONERO,Otros,AFIRMATIVO,45,diputadxs,2020,36-45,Femenino
566,"MOREAU, Cecilia,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,44,diputadxs,2020,36-45,Femenino
567,"MOREAU, Leopoldo Raúl Guido,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,74,diputadxs,2020,66-75,Masculino
568,"MOSQUEDA, Juan,",CHACO,FRENTE DE TODOS,Kirchnerismo/PJ,NEGATIVO,58,diputadxs,2020,56-65,Masculino
569,"MOUNIER, Patricia Monica,",SANTA FE,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,57,diputadxs,2020,56-65,Femenino
570,"MOYANO, Juan Facundo,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,36,diputadxs,2020,36-45,Masculino
571,"MUÑOZ, Rosa Rosario,",CHUBUT,FRENTE DE TODOS,Consenso Federal / PJ no K,NEGATIVO,70,diputadxs,2020,66-75,Femenino
572,"NAJUL, Claudia Inés,",MENDOZA,UNIa“N CaVICA RADICAL,Cambiemos,AFIRMATIVO,58,diputadxs,2020,56-65,Femenino
573,"NANNI, Miguel,",SALTA,UNIa“N CaVICA RADICAL,Cambiemos,NEGATIVO,43,diputadxs,2020,36-45,Masculino
574,"NAVARRO, Graciela,",SANTA FE,PRO,Cambiemos,NEGATIVO,62,diputadxs,2020,56-65,Femenino
575,"NEDER, Estela Mary del Rosario,",SANTIAGO DEL ESTERO,FRENTE DE TODOS,Kirchnerismo/PJ,NEGATIVO,63,diputadxs,2020,56-65,Femenino
576,"NEGRI, Mario Raúl,",SANTIAGO DEL ESTERO,FRENTE DE TODOS,Kirchnerismo/PJ,NEGATIVO,66,diputadxs,2020,66-75,Masculino
577,"NUÑEZ, José Carlos,",Ca“RDOBA,UNIa“N CaVICA RADICAL,Cambiemos,AFIRMATIVO,46,diputadxs,2020,46-55,Masculino
578,"OBEID, Alejandra del Huerto,",SANTA FE,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,42,diputadxs,2020,36-45,Femenino
579,"OCAÑA, Maria Graciela,",BUENOS AIRES,PRO,Cambiemos,AFIRMATIVO,60,diputadxs,2020,56-65,Femenino
580,"OLIVETO LAGO, Paula Mariana,",C.A.B.A.,COALICIa“N CaVICA,Cambiemos,NEGATIVO,47,diputadxs,2020,46-55,Femenino
581,"ORMACHEA, Claudia,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,61,diputadxs,2020,56-65,Femenino
582,"ORREGO, Humberto Marcelo,",SAN JUAN,Produccia³n y Trabajo,Cambiemos,NEGATIVO,45,diputadxs,2020,36-45,Masculino
583,"OSUNA, Blanca Ines,",ENTRE RaOS,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,70,diputadxs,2020,66-75,Femenino
584,"PAROLA, Maria Graciela,",LA PAMPA,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,42,diputadxs,2020,36-45,Femenino
585,"PASTORI, Luis Mario,",FORMOSA,FRENTE DE TODOS,Kirchnerismo/PJ,NEGATIVO,68,diputadxs,2020,66-75,Masculino
586,"PATIÑO, José Luis,",MISIONES,UNIa“N CaVICA RADICAL,Cambiemos,NEGATIVO,56,diputadxs,2020,56-65,Masculino
587,"PENACCA, Paula Andrea,",CDAD. AUT. BS. AS.,PRO,Cambiemos,ABSTENCION,39,diputadxs,2020,36-45,Femenino
588,"PÉREZ ARAUJO, Hernán,",C.A.B.A.,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,45,diputadxs,2020,36-45,Masculino
589,"PERTILE, Elda,",CHACO,FRENTE DE TODOS,Kirchnerismo/PJ,NEGATIVO,67,diputadxs,2020,66-75,Femenino
590,"PETRI, Luis Alfonso,",MENDOZA,UNIa“N CaVICA RADICAL,Cambiemos,NEGATIVO,43,diputadxs,2020,36-45,Masculino
591,"PICCOLOMINI, María Carla,",BUENOS AIRES,PRO,Cambiemos,NEGATIVO,40,diputadxs,2020,36-45,Femenino
592,"POLLEDO, Carmen,",C.A.B.A.,PRO,Cambiemos,NEGATIVO,68,diputadxs,2020,66-75,Femenino
593,"PONCE, Carlos Ybrhain,",SAN LUIS,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,50,diputadxs,2020,46-55,Masculino
594,"QUETGLAS, Fabio José,",BUENOS AIRES,UNIa“N CaVICA RADICAL,Cambiemos,AFIRMATIVO,55,diputadxs,2020,46-55,Masculino
595,"RAMÓN, José Luis,",MENDOZA,Unidad y Equidad Federal,Otros,NEGATIVO,56,diputadxs,2020,56-65,Masculino
596,"RAUSCHENBERGER, Ariel,",LA PAMPA,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,54,diputadxs,2020,46-55,Masculino
597,"REGIDOR BELLEDONE, Estela Mercedes,",CORRIENTES,UNIa“N CaVICA RADICAL,Cambiemos,NEGATIVO,50,diputadxs,2020,46-55,Femenino
598,"REY, Maria Lujan,",BUENOS AIRES,PRO,Cambiemos,AFIRMATIVO,51,diputadxs,2020,46-55,Femenino
599,"REYES, Roxana Nahir,",SANTA CRUZ,UNIa“N CaVICA RADICAL,Cambiemos,NEGATIVO,55,diputadxs,2020,46-55,Femenino
600,"REZINOVSKY, Dina Esther,",C.A.B.A.,PRO,Cambiemos,NEGATIVO,33,diputadxs,2020,25-35,Femenino
601,"RICCARDO, José Luis,",SAN LUIS,UNIa“N CaVICA RADICAL,Cambiemos,AFIRMATIVO,59,diputadxs,2020,56-65,Masculino
602,"RITONDO, Cristian,",BUENOS AIRES,PRO,Cambiemos,NEGATIVO,54,diputadxs,2020,46-55,Masculino
603,"RIZZOTTI, Jorge,",JUJUY,UNIa“N CaVICA RADICAL,Cambiemos,AFIRMATIVO,58,diputadxs,2020,56-65,Masculino
604,"RODRIGUEZ SAA, Nicolás Marcelo,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,36,diputadxs,2020,36-45,Masculino
605,"RODRIGUEZ, Alejandro,",BUENOS AIRES,CONSENSO FEDERAL,Consenso Federal / PJ no K,NEGATIVO,55,diputadxs,2020,46-55,Masculino
606,"ROMERO, Jorge Antonio,",CORRIENTES,FRENTE DE TODOS,Kirchnerismo/PJ,NEGATIVO,62,diputadxs,2020,56-65,Masculino
607,"ROMERO, Victor Hugo,",Ca“RDOBA,UNIa“N CaVICA RADICAL,Cambiemos,NEGATIVO,57,diputadxs,2020,56-65,Masculino
608,"ROSSO, Victoria,",SAN LUIS,FRENTE DE TODOS,Kirchnerismo/PJ,NEGATIVO,41,diputadxs,2020,36-45,Femenino
609,"RUARTE, Adriana Noemi,",Ca“RDOBA,PRO,Cambiemos,NEGATIVO,51,diputadxs,2020,46-55,Femenino
610,"RUIZ ARAGÓN, José Arnaldo,",CORRIENTES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,33,diputadxs,2020,25-35,Masculino
611,"RUSSO, Laura,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,39,diputadxs,2020,36-45,Femenino
612,"SAHAD, Julio Enrique,",LA RIOJA,PRO,Cambiemos,NEGATIVO,64,diputadxs,2020,56-65,Masculino
613,"SALVADOR, Sebastian Nicolás,",BUENOS AIRES,UNIa“N CaVICA RADICAL,Cambiemos,AFIRMATIVO,43,diputadxs,2020,36-45,Masculino
614,"SANCHEZ, Francisco,",NEUQUa‰N,PRO,Cambiemos,NEGATIVO,47,diputadxs,2020,46-55,Masculino
615,"SAND GIORASI, Nancy Aracely,",CORRIENTES,FRENTE DE TODOS,Kirchnerismo/PJ,NEGATIVO,56,diputadxs,2020,56-65,Femenino
616,"SAPAG, Alma Liliana,",NEUQUa‰N,MOVIMIENTO POPULAR NEUQUINO,Otros,NEGATIVO,68,diputadxs,2020,66-75,Femenino
617,"SARGHINI, Jorge Emilio,",BUENOS AIRES,CONSENSO FEDERAL,Kirchnerismo/PJ,AFIRMATIVO,67,diputadxs,2020,66-75,Masculino
618,"SARTORI, Diego Horacio,",MISIONES,FRENTE DE LA CONCORDIA MISIONERO,Otros,NEGATIVO,61,diputadxs,2020,56-65,Masculino
619,"SCAGLIA, Gisela,",SANTA FE,PRO,Cambiemos,NEGATIVO,44,diputadxs,2020,36-45,Femenino
620,"SCHIAVONI, Alfredo Oscar,",MISIONES,PRO,Cambiemos,NEGATIVO,57,diputadxs,2020,56-65,Masculino
621,"SCHLERETH, David Pablo,",NEUQUa‰N,PRO,Cambiemos,NEGATIVO,50,diputadxs,2020,46-55,Masculino
622,"SCHWINDT, María Liliana,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,57,diputadxs,2020,56-65,Femenino
623,"SELVA, Carlos Américo,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,NEGATIVO,62,diputadxs,2020,56-65,Masculino
624,"SIERRA, Magdalena,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,54,diputadxs,2020,46-55,Femenino
625,"SILEY, Vanesa,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,36,diputadxs,2020,36-45,Femenino
626,"SORIA, Martin Ignacio,",RIO NEGRO,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,45,diputadxs,2020,36-45,Masculino
627,"SPOSITO, Ayelén,",RIO NEGRO,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,35,diputadxs,2020,25-35,Femenino
628,"STEFANI, Héctor Antonio,",TIERRA DEL FUEGO,PRO,Cambiemos,NEGATIVO,61,diputadxs,2020,56-65,Masculino
629,"STILMAN, Mariana,",BUENOS AIRES,COALICIa“N CaVICA,Cambiemos,AFIRMATIVO,45,diputadxs,2020,36-45,Femenino
630,"SUAREZ LASTRA, Facundo,",C.A.B.A.,UNIa“N CaVICA RADICAL,Cambiemos,AFIRMATIVO,66,diputadxs,2020,66-75,Masculino
631,"TAILHADE, Luis Rodolfo,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,50,diputadxs,2020,46-55,Masculino
632,"TERADA, Alicia,",CHACO,COALICIa“N CaVICA - ARI - UNEN,Cambiemos,NEGATIVO,68,diputadxs,2020,66-75,Femenino
633,"TONELLI, Pablo Gabriel,",CDAD. AUT. BS. AS.,UNIa“N PRO,Cambiemos,NEGATIVO,66,diputadxs,2020,66-75,Masculino
634,"TORELLO, Pablo,",BUENOS AIRES,PRO,Cambiemos,NEGATIVO,61,diputadxs,2020,56-65,Masculino
635,"TORRES, Ignacio Agustin,",CHUBUT,PRO,Cambiemos,NEGATIVO,32,diputadxs,2020,25-35,Masculino
636,"TUNDIS, Mirta,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,64,diputadxs,2020,56-65,Femenino
637,"UCEDA, Marisa Lourdes,",MENDOZA,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,41,diputadxs,2020,36-45,Femenino
638,"UHRIG, Romina Maricel,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,ABSTENCION,32,diputadxs,2020,25-35,Femenino
639,"VALDÉS, Eduardo Felix,",SANTA CRUZ,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,64,diputadxs,2020,56-65,Masculino
640,"VALLEJOS, María Fernanda,",C.A.B.A.,FRENTE DE TODOS,Kirchnerismo/PJ,NEGATIVO,41,diputadxs,2020,36-45,Femenino
641,"VARA, Jorge Alberto,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,64,diputadxs,2020,56-65,Masculino
642,"VAZQUEZ, Juan Benedicto,",CORRIENTES,UNIa“N CaVICA RADICAL,Cambiemos,NEGATIVO,54,diputadxs,2020,46-55,Masculino
643,"VESSVESSIAN, Marcela Paola,",SANTA CRUZ,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,49,diputadxs,2020,46-55,Femenino
644,"VIGO, Alejandra María,",Ca“RDOBA,Ca“RDOBA FEDERAL,Consenso Federal / PJ no K,NEGATIVO,63,diputadxs,2020,56-65,Femenino
645,"VILAR, Daniela,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,36,diputadxs,2020,36-45,Femenino
646,"VILLA, Natalia Soledad,",BUENOS AIRES,PRO,Cambiemos,NEGATIVO,41,diputadxs,2020,36-45,Femenino
647,"VIVERO, Carlos Alberto,",NEUQUa‰N,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,41,diputadxs,2020,36-45,Masculino
648,"WELLBACH, Ricardo,",MISIONES,FRENTE DE LA CONCORDIA MISIONERO,Otros,NEGATIVO,58,diputadxs,2020,56-65,Masculino
649,"WOLFF, Waldo Ezequiel,",BUENOS AIRES,PRO,Cambiemos,AFIRMATIVO,52,diputadxs,2020,46-55,Masculino
650,"YACOBITTI, Emiliano Benjamin,",C.A.B.A.,UNIa“N CaVICA RADICAL,Cambiemos,AFIRMATIVO,45,diputadxs,2020,36-45,Masculino
651,"YAMBRUN, Liliana,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,63,diputadxs,2020,56-65,Femenino
652,"YASKY, Hugo,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,71,diputadxs,2020,66-75,Masculino
653,"YEDLIN, Pablo Raúl,",TUCUMaN,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,54,diputadxs,2020,46-55,Masculino
654,"YUTROVIC, Ines Carolina,",TIERRA DEL FUEGO,FRENTE DE TODOS,Kirchnerismo/PJ,AFIRMATIVO,56,diputadxs,2020,56-65,Femenino
655,"ZAMARBIDE, Federico Raúl,",MENDOZA,UNIa“N CaVICA RADICAL,Cambiemos,NEGATIVO,38,diputadxs,2020,36-45,Masculino
656,"ZOTTOS, Miguel Andrés Costas,",SALTA,JUSTICIALISTA,Consenso Federal / PJ no K,NEGATIVO,59,diputadxs,2020,56-65,Masculino
657,"ZUVIC, Mariana,",C.A.B.A.,COALICIa“N CaVICA,Cambiemos,ABSTENCION,46,diputadxs,2020,46-55,Femenino
658,"MASSA, Sergio Tomás,",BUENOS AIRES,FRENTE DE TODOS,Kirchnerismo/PJ,NA,NA,diputadxs,2020,NA,Masculino
